name,id,image_path,type1,type2
Nosepass,299,../dataset-v3\Nosepass\1.jpg,Rock,
Numel,322,../dataset-v3\Numel\0.jpg,Fire,Ground
Numel,322,../dataset-v3\Numel\1.jpg,Fire,Ground
Nuzleaf,274,../dataset-v3\Nuzleaf\0.jpg,Grass,Dark
Nuzleaf,274,../dataset-v3\Nuzleaf\1.jpg,Grass,Dark
Octillery,224,../dataset-v3\Octillery\0.jpg,Water,
Octillery,224,../dataset-v3\Octillery\1.jpg,Water,
Octillery,224,../dataset-v3\Octillery\2.jpg,Water,
Oddish,43,../dataset-v3\Oddish\0.jpg,Grass,Poison
Oddish,43,../dataset-v3\Oddish\1.jpg,Grass,Poison
Oddish,43,../dataset-v3\Oddish\2.jpg,Grass,Poison
Oddish,43,../dataset-v3\Oddish\3.jpg,Grass,Poison
Omanyte,138,../dataset-v3\Omanyte\0.jpg,Rock,Water
Omanyte,138,../dataset-v3\Omanyte\1.jpg,Rock,Water
Omanyte,138,../dataset-v3\Omanyte\2.jpg,Rock,Water
Omanyte,138,../dataset-v3\Omanyte\3.jpg,Rock,Water
Omastar,139,../dataset-v3\Omastar\0.jpg,Rock,Water
Omastar,139,../dataset-v3\Omastar\1.jpg,Rock,Water
Omastar,139,../dataset-v3\Omastar\2.jpg,Rock,Water
Omastar,139,../dataset-v3\Omastar\3.jpg,Rock,Water
Onix,95,../dataset-v3\Onix\0.jpg,Rock,Ground
Onix,95,../dataset-v3\Onix\1.jpg,Rock,Ground
Onix,95,../dataset-v3\Onix\2.jpg,Rock,Ground
Onix,95,../dataset-v3\Onix\3.jpg,Rock,Ground
Oshawott,501,../dataset-v3\Oshawott\0.jpg,Water,
Oshawott,501,../dataset-v3\Oshawott\1.jpg,Water,
Oshawott,501,../dataset-v3\Oshawott\2.jpg,Water,
Pachirisu,417,../dataset-v3\Pachirisu\0.jpg,Electric,
Pachirisu,417,../dataset-v3\Pachirisu\1.jpg,Electric,
Palkia,484,../dataset-v3\Palkia\0.jpg,Water,Dragon
Palkia,484,../dataset-v3\Palkia\1.jpg,Water,Dragon
Palkia,484,../dataset-v3\Palkia\2.jpg,Water,Dragon
Palkia,484,../dataset-v3\Palkia\3.jpg,Water,Dragon
Palpitoad,536,../dataset-v3\Palpitoad\0.jpg,Water,Ground
Palpitoad,536,../dataset-v3\Palpitoad\1.jpg,Water,Ground
Pancham,674,../dataset-v3\Pancham\0.jpg,Fighting,
Pancham,674,../dataset-v3\Pancham\1.jpg,Fighting,
Pangoro,675,../dataset-v3\Pangoro\0.jpg,Fighting,Dark
Pangoro,675,../dataset-v3\Pangoro\1.jpg,Fighting,Dark
Panpour,515,../dataset-v3\Panpour\0.jpg,Water,
Panpour,515,../dataset-v3\Panpour\1.jpg,Water,
Pansage,511,../dataset-v3\Pansage\0.jpg,Grass,
Pansage,511,../dataset-v3\Pansage\1.jpg,Grass,
Pansear,513,../dataset-v3\Pansear\0.jpg,Fire,
Pansear,513,../dataset-v3\Pansear\1.jpg,Fire,
Paras,46,../dataset-v3\Paras\0.jpg,Bug,Grass
Paras,46,../dataset-v3\Paras\1.jpg,Bug,Grass
Paras,46,../dataset-v3\Paras\2.jpg,Bug,Grass
Paras,46,../dataset-v3\Paras\3.jpg,Bug,Grass
Parasect,47,../dataset-v3\Parasect\0.jpg,Bug,Grass
Parasect,47,../dataset-v3\Parasect\1.jpg,Bug,Grass
Parasect,47,../dataset-v3\Parasect\2.jpg,Bug,Grass
Parasect,47,../dataset-v3\Parasect\3.jpg,Bug,Grass
Patrat,504,../dataset-v3\Patrat\0.jpg,Normal,
Patrat,504,../dataset-v3\Patrat\1.jpg,Normal,
Pawniard,624,../dataset-v3\Pawniard\0.jpg,Dark,Steel
Pawniard,624,../dataset-v3\Pawniard\1.jpg,Dark,Steel
Pelipper,279,../dataset-v3\Pelipper\0.jpg,Water,Flying
Pelipper,279,../dataset-v3\Pelipper\1.jpg,Water,Flying
Persian,53,../dataset-v3\Persian\0.jpg,Normal,
Persian,53,../dataset-v3\Persian\1.jpg,Normal,
Persian,53,../dataset-v3\Persian\2.jpg,Normal,
Persian,53,../dataset-v3\Persian\3.jpg,Normal,
Persian,53,../dataset-v3\Persian\4.jpg,Normal,
Persian,53,../dataset-v3\Persian\5.jpg,Normal,
Petilil,548,../dataset-v3\Petilil\0.jpg,Grass,
Petilil,548,../dataset-v3\Petilil\1.jpg,Grass,
Phanpy,231,../dataset-v3\Phanpy\0.jpg,Ground,
Phanpy,231,../dataset-v3\Phanpy\1.jpg,Ground,
Phanpy,231,../dataset-v3\Phanpy\2.jpg,Ground,
Phantump,708,../dataset-v3\Phantump\0.jpg,Ghost,Grass
Phantump,708,../dataset-v3\Phantump\1.jpg,Ghost,Grass
Phione,489,../dataset-v3\Phione\0.jpg,Water,
Phione,489,../dataset-v3\Phione\1.jpg,Water,
Pichu,172,../dataset-v3\Pichu\0.jpg,Electric,
Pichu,172,../dataset-v3\Pichu\1.jpg,Electric,
Pichu,172,../dataset-v3\Pichu\2.jpg,Electric,
Pidgeot,18,../dataset-v3\Pidgeot\0.jpg,Normal,Flying
Pidgeot,18,../dataset-v3\Pidgeot\1.jpg,Normal,Flying
Pidgeot,18,../dataset-v3\Pidgeot\2.jpg,Normal,Flying
Pidgeot,18,../dataset-v3\Pidgeot\3.jpg,Normal,Flying
Pidgeot,18,../dataset-v3\Pidgeot\4.jpg,Normal,Flying
Pidgeot,18,../dataset-v3\Pidgeot\5.jpg,Normal,Flying
Pidgeotto,17,../dataset-v3\Pidgeotto\0.jpg,Normal,Flying
Pidgeotto,17,../dataset-v3\Pidgeotto\1.jpg,Normal,Flying
Pidgeotto,17,../dataset-v3\Pidgeotto\2.jpg,Normal,Flying
Pidgeotto,17,../dataset-v3\Pidgeotto\3.jpg,Normal,Flying
Pidgey,16,../dataset-v3\Pidgey\0.jpg,Normal,Flying
Pidgey,16,../dataset-v3\Pidgey\1.jpg,Normal,Flying
Pidgey,16,../dataset-v3\Pidgey\2.jpg,Normal,Flying
Pidgey,16,../dataset-v3\Pidgey\3.jpg,Normal,Flying
Pidove,519,../dataset-v3\Pidove\0.jpg,Normal,Flying
Pidove,519,../dataset-v3\Pidove\1.jpg,Normal,Flying
Pignite,499,../dataset-v3\Pignite\0.jpg,Fire,Fighting
Pignite,499,../dataset-v3\Pignite\1.jpg,Fire,Fighting
Pikachu,25,../dataset-v3\Pikachu\0.jpg,Electric,
Pikachu,25,../dataset-v3\Pikachu\1.jpg,Electric,
Pikachu,25,../dataset-v3\Pikachu\2.jpg,Electric,
Pikachu,25,../dataset-v3\Pikachu\3.jpg,Electric,
Pikachu,25,../dataset-v3\Pikachu\4.jpg,Electric,
Pikachu,25,../dataset-v3\Pikachu\5.jpg,Electric,
Piloswine,221,../dataset-v3\Piloswine\0.jpg,Ice,Ground
Piloswine,221,../dataset-v3\Piloswine\1.jpg,Ice,Ground
Piloswine,221,../dataset-v3\Piloswine\2.jpg,Ice,Ground
Pineco,204,../dataset-v3\Pineco\0.jpg,Bug,
Pineco,204,../dataset-v3\Pineco\1.jpg,Bug,
Pineco,204,../dataset-v3\Pineco\2.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\0.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\1.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\2.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\3.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\4.jpg,Bug,
Pinsir,127,../dataset-v3\Pinsir\5.jpg,Bug,
Piplup,393,../dataset-v3\Piplup\0.jpg,Water,
Piplup,393,../dataset-v3\Piplup\1.jpg,Water,
Piplup,393,../dataset-v3\Piplup\2.jpg,Water,
Plusle,311,../dataset-v3\Plusle\0.jpg,Electric,
Plusle,311,../dataset-v3\Plusle\1.jpg,Electric,
Politoed,186,../dataset-v3\Politoed\0.jpg,Water,
Politoed,186,../dataset-v3\Politoed\1.jpg,Water,
Politoed,186,../dataset-v3\Politoed\2.jpg,Water,
Poliwag,60,../dataset-v3\Poliwag\0.jpg,Water,
Poliwag,60,../dataset-v3\Poliwag\1.jpg,Water,
Poliwag,60,../dataset-v3\Poliwag\2.jpg,Water,
Poliwag,60,../dataset-v3\Poliwag\3.jpg,Water,
Poliwhirl,61,../dataset-v3\Poliwhirl\0.jpg,Water,
Poliwhirl,61,../dataset-v3\Poliwhirl\1.jpg,Water,
Poliwhirl,61,../dataset-v3\Poliwhirl\2.jpg,Water,
Poliwhirl,61,../dataset-v3\Poliwhirl\3.jpg,Water,
Poliwrath,62,../dataset-v3\Poliwrath\0.jpg,Water,Fighting
Poliwrath,62,../dataset-v3\Poliwrath\1.jpg,Water,Fighting
Poliwrath,62,../dataset-v3\Poliwrath\2.jpg,Water,Fighting
Poliwrath,62,../dataset-v3\Poliwrath\3.jpg,Water,Fighting
Ponyta,77,../dataset-v3\Ponyta\0.jpg,Fire,
Ponyta,77,../dataset-v3\Ponyta\1.jpg,Fire,
Ponyta,77,../dataset-v3\Ponyta\2.jpg,Fire,
Ponyta,77,../dataset-v3\Ponyta\3.jpg,Fire,
Ponyta,77,../dataset-v3\Ponyta\4.jpg,Fire,
Ponyta,77,../dataset-v3\Ponyta\5.jpg,Fire,
Poochyena,261,../dataset-v3\Poochyena\0.jpg,Dark,
Poochyena,261,../dataset-v3\Poochyena\1.jpg,Dark,
Porygon,137,../dataset-v3\Porygon\0.jpg,Normal,
Porygon,137,../dataset-v3\Porygon\1.jpg,Normal,
Porygon,137,../dataset-v3\Porygon\2.jpg,Normal,
Porygon,137,../dataset-v3\Porygon\3.jpg,Normal,
Porygon-Z,474,../dataset-v3\Porygon-Z\0.jpg,Normal,
Porygon-Z,474,../dataset-v3\Porygon-Z\1.jpg,Normal,
Porygon2,233,../dataset-v3\Porygon2\0.jpg,Normal,
Porygon2,233,../dataset-v3\Porygon2\1.jpg,Normal,
Porygon2,233,../dataset-v3\Porygon2\2.jpg,Normal,
Primeape,57,../dataset-v3\Primeape\0.jpg,Fighting,
Primeape,57,../dataset-v3\Primeape\1.jpg,Fighting,
Primeape,57,../dataset-v3\Primeape\2.jpg,Fighting,
Primeape,57,../dataset-v3\Primeape\3.jpg,Fighting,
Prinplup,394,../dataset-v3\Prinplup\0.jpg,Water,
Prinplup,394,../dataset-v3\Prinplup\1.jpg,Water,
Probopass,476,../dataset-v3\Probopass\0.jpg,Rock,Steel
Probopass,476,../dataset-v3\Probopass\1.jpg,Rock,Steel
Psyduck,54,../dataset-v3\Psyduck\0.jpg,Water,
Psyduck,54,../dataset-v3\Psyduck\1.jpg,Water,
Psyduck,54,../dataset-v3\Psyduck\2.jpg,Water,
Psyduck,54,../dataset-v3\Psyduck\3.jpg,Water,
Pupitar,247,../dataset-v3\Pupitar\0.jpg,Rock,Ground
Pupitar,247,../dataset-v3\Pupitar\1.jpg,Rock,Ground
Pupitar,247,../dataset-v3\Pupitar\2.jpg,Rock,Ground
Purrloin,509,../dataset-v3\Purrloin\0.jpg,Dark,
Purrloin,509,../dataset-v3\Purrloin\1.jpg,Dark,
Purugly,432,../dataset-v3\Purugly\0.jpg,Normal,
Purugly,432,../dataset-v3\Purugly\1.jpg,Normal,
Pyroar,668,../dataset-v3\Pyroar\0.jpg,Fire,Normal
Pyroar,668,../dataset-v3\Pyroar\1.jpg,Fire,Normal
Pyroar,668,../dataset-v3\Pyroar\2.jpg,Fire,Normal
Quagsire,195,../dataset-v3\Quagsire\0.jpg,Water,Ground
Quagsire,195,../dataset-v3\Quagsire\1.jpg,Water,Ground
Quagsire,195,../dataset-v3\Quagsire\2.jpg,Water,Ground
Quilava,156,../dataset-v3\Quilava\0.jpg,Fire,
Quilava,156,../dataset-v3\Quilava\1.jpg,Fire,
Quilava,156,../dataset-v3\Quilava\2.jpg,Fire,
Quilladin,651,../dataset-v3\Quilladin\0.jpg,Grass,
Quilladin,651,../dataset-v3\Quilladin\1.jpg,Grass,
Qwilfish,211,../dataset-v3\Qwilfish\0.jpg,Water,Poison
Qwilfish,211,../dataset-v3\Qwilfish\1.jpg,Water,Poison
Qwilfish,211,../dataset-v3\Qwilfish\2.jpg,Water,Poison
Raichu,26,../dataset-v3\Raichu\0.jpg,Electric,
Raichu,26,../dataset-v3\Raichu\1.jpg,Electric,
Raichu,26,../dataset-v3\Raichu\2.jpg,Electric,
Raichu,26,../dataset-v3\Raichu\3.jpg,Electric,
Raichu,26,../dataset-v3\Raichu\4.jpg,Electric,
Raichu,26,../dataset-v3\Raichu\5.jpg,Electric,
Raikou,243,../dataset-v3\Raikou\0.jpg,Electric,
Raikou,243,../dataset-v3\Raikou\1.jpg,Electric,
Raikou,243,../dataset-v3\Raikou\2.jpg,Electric,
Raikou,243,../dataset-v3\Raikou\3.jpg,Electric,
Ralts,280,../dataset-v3\Ralts\0.jpg,Psychic,Fairy
Ralts,280,../dataset-v3\Ralts\1.jpg,Psychic,Fairy
Rampardos,409,../dataset-v3\Rampardos\0.jpg,Rock,
Rampardos,409,../dataset-v3\Rampardos\1.jpg,Rock,
Rapidash,78,../dataset-v3\Rapidash\0.jpg,Fire,
Rapidash,78,../dataset-v3\Rapidash\1.jpg,Fire,
Rapidash,78,../dataset-v3\Rapidash\2.jpg,Fire,
Rapidash,78,../dataset-v3\Rapidash\3.jpg,Fire,
Rapidash,78,../dataset-v3\Rapidash\4.jpg,Fire,
Raticate,20,../dataset-v3\Raticate\0.jpg,Normal,
Raticate,20,../dataset-v3\Raticate\1.jpg,Normal,
Raticate,20,../dataset-v3\Raticate\2.jpg,Normal,
Raticate,20,../dataset-v3\Raticate\3.jpg,Normal,
Raticate,20,../dataset-v3\Raticate\4.jpg,Normal,
Raticate,20,../dataset-v3\Raticate\5.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\0.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\1.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\2.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\3.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\4.jpg,Normal,
Rattata,19,../dataset-v3\Rattata\5.jpg,Normal,
Rayquaza,384,../dataset-v3\Rayquaza\0.jpg,Dragon,Flying
Rayquaza,384,../dataset-v3\Rayquaza\1.jpg,Dragon,Flying
Rayquaza,384,../dataset-v3\Rayquaza\2.jpg,Dragon,Flying
Regice,378,../dataset-v3\Regice\0.jpg,Ice,
Regice,378,../dataset-v3\Regice\1.jpg,Ice,
Regigigas,486,../dataset-v3\Regigigas\0.jpg,Normal,
Regigigas,486,../dataset-v3\Regigigas\1.jpg,Normal,
Regigigas,486,../dataset-v3\Regigigas\2.jpg,Normal,
Regirock,377,../dataset-v3\Regirock\0.jpg,Rock,
Regirock,377,../dataset-v3\Regirock\1.jpg,Rock,
Registeel,379,../dataset-v3\Registeel\0.jpg,Steel,
Registeel,379,../dataset-v3\Registeel\1.jpg,Steel,
Relicanth,369,../dataset-v3\Relicanth\0.jpg,Water,Rock
Relicanth,369,../dataset-v3\Relicanth\1.jpg,Water,Rock
Remoraid,223,../dataset-v3\Remoraid\0.jpg,Water,
Remoraid,223,../dataset-v3\Remoraid\1.jpg,Water,
Remoraid,223,../dataset-v3\Remoraid\2.jpg,Water,
Reshiram,643,../dataset-v3\Reshiram\0.jpg,Dragon,Fire
Reshiram,643,../dataset-v3\Reshiram\1.jpg,Dragon,Fire
Reshiram,643,../dataset-v3\Reshiram\2.jpg,Dragon,Fire
Reshiram,643,../dataset-v3\Reshiram\3.jpg,Dragon,Fire
Reuniclus,579,../dataset-v3\Reuniclus\0.jpg,Psychic,
Reuniclus,579,../dataset-v3\Reuniclus\1.jpg,Psychic,
Rhydon,112,../dataset-v3\Rhydon\0.jpg,Ground,Rock
Rhydon,112,../dataset-v3\Rhydon\1.jpg,Ground,Rock
Rhydon,112,../dataset-v3\Rhydon\2.jpg,Ground,Rock
Rhydon,112,../dataset-v3\Rhydon\3.jpg,Ground,Rock
Rhyhorn,111,../dataset-v3\Rhyhorn\0.jpg,Ground,Rock
Rhyhorn,111,../dataset-v3\Rhyhorn\1.jpg,Ground,Rock
Rhyhorn,111,../dataset-v3\Rhyhorn\2.jpg,Ground,Rock
Rhyhorn,111,../dataset-v3\Rhyhorn\3.jpg,Ground,Rock
Rhyperior,464,../dataset-v3\Rhyperior\0.jpg,Ground,Rock
Rhyperior,464,../dataset-v3\Rhyperior\1.jpg,Ground,Rock
Riolu,447,../dataset-v3\Riolu\0.jpg,Fighting,
Riolu,447,../dataset-v3\Riolu\1.jpg,Fighting,
Roggenrola,524,../dataset-v3\Roggenrola\0.jpg,Rock,
Roggenrola,524,../dataset-v3\Roggenrola\1.jpg,Rock,
Roselia,315,../dataset-v3\Roselia\0.jpg,Grass,Poison
Roselia,315,../dataset-v3\Roselia\1.jpg,Grass,Poison
Roserade,407,../dataset-v3\Roserade\0.jpg,Grass,Poison
Roserade,407,../dataset-v3\Roserade\1.jpg,Grass,Poison
Rotom,479,../dataset-v3\Rotom\0.jpg,Electric,Ghost
Rotom,479,../dataset-v3\Rotom\1.jpg,Electric,Ghost
Rotom,479,../dataset-v3\Rotom\2.jpg,Electric,Ghost
Rotom,479,../dataset-v3\Rotom\3.jpg,Electric,Ghost
Rotom,479,../dataset-v3\Rotom\4.jpg,Electric,Ghost
Rufflet,627,../dataset-v3\Rufflet\0.jpg,Normal,Flying
Rufflet,627,../dataset-v3\Rufflet\1.jpg,Normal,Flying
Sableye,302,../dataset-v3\Sableye\0.jpg,Dark,Ghost
Sableye,302,../dataset-v3\Sableye\1.jpg,Dark,Ghost
Sableye,302,../dataset-v3\Sableye\2.jpg,Dark,Ghost
Sableye,302,../dataset-v3\Sableye\3.jpg,Dark,Ghost
Salamence,373,../dataset-v3\Salamence\0.jpg,Dragon,Flying
Salamence,373,../dataset-v3\Salamence\1.jpg,Dragon,Flying
Salamence,373,../dataset-v3\Salamence\2.jpg,Dragon,Flying
Salamence,373,../dataset-v3\Salamence\3.jpg,Dragon,Flying
Samurott,503,../dataset-v3\Samurott\0.jpg,Water,
Samurott,503,../dataset-v3\Samurott\1.jpg,Water,
Sandile,551,../dataset-v3\Sandile\0.jpg,Ground,Dark
Sandile,551,../dataset-v3\Sandile\1.jpg,Ground,Dark
Sandshrew,27,../dataset-v3\Sandshrew\0.jpg,Ground,
Sandshrew,27,../dataset-v3\Sandshrew\1.jpg,Ground,
Sandshrew,27,../dataset-v3\Sandshrew\2.jpg,Ground,
Sandshrew,27,../dataset-v3\Sandshrew\3.jpg,Ground,
Sandshrew,27,../dataset-v3\Sandshrew\4.jpg,Ground,
Sandshrew,27,../dataset-v3\Sandshrew\5.jpg,Ground,
Sandslash,28,../dataset-v3\Sandslash\0.jpg,Ground,
Sandslash,28,../dataset-v3\Sandslash\1.jpg,Ground,
Sandslash,28,../dataset-v3\Sandslash\2.jpg,Ground,
Sawk,539,../dataset-v3\Sawk\0.jpg,Fighting,
Sawk,539,../dataset-v3\Sawk\1.jpg,Fighting,
Sawsbuck,586,../dataset-v3\Sawsbuck\0.jpg,Normal,Grass
Sawsbuck,586,../dataset-v3\Sawsbuck\1.jpg,Normal,Grass
Sawsbuck,586,../dataset-v3\Sawsbuck\2.jpg,Normal,Grass
Sawsbuck,586,../dataset-v3\Sawsbuck\3.jpg,Normal,Grass
Sawsbuck,586,../dataset-v3\Sawsbuck\4.jpg,Normal,Grass
Sawsbuck,586,../dataset-v3\Sawsbuck\5.jpg,Normal,Grass
Scatterbug,664,../dataset-v3\Scatterbug\0.jpg,Bug,
Scatterbug,664,../dataset-v3\Scatterbug\1.jpg,Bug,
Sceptile,254,../dataset-v3\Sceptile\0.jpg,Grass,
Sceptile,254,../dataset-v3\Sceptile\1.jpg,Grass,
Sceptile,254,../dataset-v3\Sceptile\2.jpg,Grass,
Scizor,212,../dataset-v3\Scizor\0.jpg,Bug,Steel
Scizor,212,../dataset-v3\Scizor\1.jpg,Bug,Steel
Scizor,212,../dataset-v3\Scizor\2.jpg,Bug,Steel
Scizor,212,../dataset-v3\Scizor\3.jpg,Bug,Steel
Scizor,212,../dataset-v3\Scizor\4.jpg,Bug,Steel
Scolipede,545,../dataset-v3\Scolipede\0.jpg,Bug,Poison
Scolipede,545,../dataset-v3\Scolipede\1.jpg,Bug,Poison
Scrafty,560,../dataset-v3\Scrafty\0.jpg,Dark,Fighting
Scrafty,560,../dataset-v3\Scrafty\1.jpg,Dark,Fighting
Scraggy,559,../dataset-v3\Scraggy\0.jpg,Dark,Fighting
Scraggy,559,../dataset-v3\Scraggy\1.jpg,Dark,Fighting
Scyther,123,../dataset-v3\Scyther\0.jpg,Bug,Flying
Scyther,123,../dataset-v3\Scyther\1.jpg,Bug,Flying
Scyther,123,../dataset-v3\Scyther\2.jpg,Bug,Flying
Scyther,123,../dataset-v3\Scyther\3.jpg,Bug,Flying
Seadra,117,../dataset-v3\Seadra\0.jpg,Water,
Seadra,117,../dataset-v3\Seadra\1.jpg,Water,
Seadra,117,../dataset-v3\Seadra\2.jpg,Water,
Seadra,117,../dataset-v3\Seadra\3.jpg,Water,
Seaking,119,../dataset-v3\Seaking\0.jpg,Water,
Seaking,119,../dataset-v3\Seaking\1.jpg,Water,
Seaking,119,../dataset-v3\Seaking\2.jpg,Water,
Seaking,119,../dataset-v3\Seaking\3.jpg,Water,
Sealeo,364,../dataset-v3\Sealeo\0.jpg,Ice,Water
Sealeo,364,../dataset-v3\Sealeo\1.jpg,Ice,Water
Seedot,273,../dataset-v3\Seedot\0.jpg,Grass,
Seedot,273,../dataset-v3\Seedot\1.jpg,Grass,
Seel,86,../dataset-v3\Seel\0.jpg,Water,
Seel,86,../dataset-v3\Seel\1.jpg,Water,
Seel,86,../dataset-v3\Seel\2.jpg,Water,
Seel,86,../dataset-v3\Seel\3.jpg,Water,
Seismitoad,537,../dataset-v3\Seismitoad\0.jpg,Water,Ground
Seismitoad,537,../dataset-v3\Seismitoad\1.jpg,Water,Ground
Sentret,161,../dataset-v3\Sentret\0.jpg,Normal,
Sentret,161,../dataset-v3\Sentret\1.jpg,Normal,
Sentret,161,../dataset-v3\Sentret\2.jpg,Normal,
Serperior,497,../dataset-v3\Serperior\0.jpg,Grass,
Serperior,497,../dataset-v3\Serperior\1.jpg,Grass,
Servine,496,../dataset-v3\Servine\0.jpg,Grass,
Servine,496,../dataset-v3\Servine\1.jpg,Grass,
Seviper,336,../dataset-v3\Seviper\0.jpg,Poison,
Seviper,336,../dataset-v3\Seviper\1.jpg,Poison,
Sewaddle,540,../dataset-v3\Sewaddle\0.jpg,Bug,Grass
Sewaddle,540,../dataset-v3\Sewaddle\1.jpg,Bug,Grass
Sharpedo,319,../dataset-v3\Sharpedo\0.jpg,Water,Dark
Sharpedo,319,../dataset-v3\Sharpedo\1.jpg,Water,Dark
Sharpedo,319,../dataset-v3\Sharpedo\2.jpg,Water,Dark
Sharpedo,319,../dataset-v3\Sharpedo\3.jpg,Water,Dark
Shedinja,292,../dataset-v3\Shedinja\0.jpg,Bug,Ghost
Shedinja,292,../dataset-v3\Shedinja\1.jpg,Bug,Ghost
Shelgon,372,../dataset-v3\Shelgon\0.jpg,Dragon,
Shelgon,372,../dataset-v3\Shelgon\1.jpg,Dragon,
Shellder,90,../dataset-v3\Shellder\0.jpg,Water,
Shellder,90,../dataset-v3\Shellder\1.jpg,Water,
Shellder,90,../dataset-v3\Shellder\2.jpg,Water,
Shellder,90,../dataset-v3\Shellder\3.jpg,Water,
Shellos,422,../dataset-v3\Shellos\0.jpg,Water,
Shellos,422,../dataset-v3\Shellos\1.jpg,Water,
Shellos,422,../dataset-v3\Shellos\2.jpg,Water,
Shellos,422,../dataset-v3\Shellos\3.jpg,Water,
Shelmet,616,../dataset-v3\Shelmet\0.jpg,Bug,
Shelmet,616,../dataset-v3\Shelmet\1.jpg,Bug,
Shieldon,410,../dataset-v3\Shieldon\0.jpg,Rock,Steel
Shieldon,410,../dataset-v3\Shieldon\1.jpg,Rock,Steel
Shiftry,275,../dataset-v3\Shiftry\0.jpg,Grass,Dark
Shiftry,275,../dataset-v3\Shiftry\1.jpg,Grass,Dark
Shinx,403,../dataset-v3\Shinx\0.jpg,Electric,
Shinx,403,../dataset-v3\Shinx\1.jpg,Electric,
Shroomish,285,../dataset-v3\Shroomish\0.jpg,Grass,
Shroomish,285,../dataset-v3\Shroomish\1.jpg,Grass,
Shuckle,213,../dataset-v3\Shuckle\0.jpg,Bug,Rock
Shuckle,213,../dataset-v3\Shuckle\1.jpg,Bug,Rock
Shuckle,213,../dataset-v3\Shuckle\2.jpg,Bug,Rock
Shuppet,353,../dataset-v3\Shuppet\0.jpg,Ghost,
Shuppet,353,../dataset-v3\Shuppet\1.jpg,Ghost,
Sigilyph,561,../dataset-v3\Sigilyph\0.jpg,Psychic,Flying
Sigilyph,561,../dataset-v3\Sigilyph\1.jpg,Psychic,Flying
Silcoon,266,../dataset-v3\Silcoon\0.jpg,Bug,
Silcoon,266,../dataset-v3\Silcoon\1.jpg,Bug,
Simipour,516,../dataset-v3\Simipour\0.jpg,Water,
Simipour,516,../dataset-v3\Simipour\1.jpg,Water,
Simisage,512,../dataset-v3\Simisage\0.jpg,Grass,
Simisage,512,../dataset-v3\Simisage\1.jpg,Grass,
Simisear,514,../dataset-v3\Simisear\0.jpg,Fire,
Simisear,514,../dataset-v3\Simisear\1.jpg,Fire,
Skarmory,227,../dataset-v3\Skarmory\0.jpg,Steel,Flying
Skarmory,227,../dataset-v3\Skarmory\1.jpg,Steel,Flying
Skarmory,227,../dataset-v3\Skarmory\2.jpg,Steel,Flying
Skiddo,672,../dataset-v3\Skiddo\0.jpg,Grass,
Skiddo,672,../dataset-v3\Skiddo\1.jpg,Grass,
Skiploom,188,../dataset-v3\Skiploom\0.jpg,Grass,Flying
Skiploom,188,../dataset-v3\Skiploom\1.jpg,Grass,Flying
Skiploom,188,../dataset-v3\Skiploom\2.jpg,Grass,Flying
Skitty,300,../dataset-v3\Skitty\0.jpg,Normal,
Skitty,300,../dataset-v3\Skitty\1.jpg,Normal,
Skorupi,451,../dataset-v3\Skorupi\0.jpg,Poison,Bug
Skorupi,451,../dataset-v3\Skorupi\1.jpg,Poison,Bug
Skrelp,690,../dataset-v3\Skrelp\0.jpg,Poison,Water
Skrelp,690,../dataset-v3\Skrelp\1.jpg,Poison,Water
Skuntank,435,../dataset-v3\Skuntank\0.jpg,Poison,Dark
Skuntank,435,../dataset-v3\Skuntank\1.jpg,Poison,Dark
Slaking,289,../dataset-v3\Slaking\0.jpg,Normal,
Slaking,289,../dataset-v3\Slaking\1.jpg,Normal,
Slakoth,287,../dataset-v3\Slakoth\0.jpg,Normal,
Slakoth,287,../dataset-v3\Slakoth\1.jpg,Normal,
Sliggoo,705,../dataset-v3\Sliggoo\0.jpg,Dragon,
Sliggoo,705,../dataset-v3\Sliggoo\1.jpg,Dragon,
Slowbro,80,../dataset-v3\Slowbro\0.jpg,Water,Psychic
Slowbro,80,../dataset-v3\Slowbro\1.jpg,Water,Psychic
Slowbro,80,../dataset-v3\Slowbro\2.jpg,Water,Psychic
Slowbro,80,../dataset-v3\Slowbro\3.jpg,Water,Psychic
Slowbro,80,../dataset-v3\Slowbro\4.jpg,Water,Psychic
Slowking,199,../dataset-v3\Slowking\0.jpg,Water,Psychic
Slowking,199,../dataset-v3\Slowking\1.jpg,Water,Psychic
Slowking,199,../dataset-v3\Slowking\2.jpg,Water,Psychic
Slowpoke,79,../dataset-v3\Slowpoke\0.jpg,Water,Psychic
Slowpoke,79,../dataset-v3\Slowpoke\1.jpg,Water,Psychic
Slowpoke,79,../dataset-v3\Slowpoke\2.jpg,Water,Psychic
Slowpoke,79,../dataset-v3\Slowpoke\3.jpg,Water,Psychic
